IP,DATE,URL
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:30 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:31 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:32 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:33 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:34 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:35 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:36 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:57 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
192.168.99.1,09/Jul/2020:15:33:37 +0530,GET /kiit.html HTTP/1.1
